MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
3rd Einite Workshop on Economic Inequality in Southern Europe,1.0,,,,,CPWR,2.0,Khushi Kabeer,2
Jurgen Herbst,1.0,,,,,"Birmingham City Council, Adults and Communities Directorate",2.0,Claudia Kluppelberg,2
"Graduate Student Association, Benevolent Association",1.0,,,,,Horace W. Goldsmith Foundation,2.0,Jeremiah Alberg,2
Copenhagen Business School,1.0,,,,,Eurosystem,2.0,Veda N. Giri,2
Communication Policy Research Center (CPRC),1.0,,,,,German Standardization Institute DIN,2.0,Daniel S. Shaw,2
Asian Economic History Conference,1.0,,,,,BGF,2.0,Michelle Carter-Mangan,2
Rossy Cancer Network,1.0,,,,,Francois-Xavier Bagnoud Center for Health and Human Rights,2.0,Reneeta Mogan,2
CEIBS Research Fund,1.0,,,,,Marie Curie FP7-PEOPLE-2012-COFUND Action,2.0,Elizabeth Wrigley-Field,2
American Medical Association (AMA),1.0,,,,,NHS National Screening Programme,2.0,Bernard Lo,2
Clinical Sequencing Exploratory Research program,1.0,,,,,Shanghai Leading Academic Discipline Project,2.0,Melike Oguz Alper,2
2015 European Society of the History of Economic Thought,1.0,,,,,European Research Council Advanced Research grant,2.0,Andrei Markevich,2
All-UC Economic History,1.0,,,,,I-CATCH Grant,2.0,Susanne Stenbacka,2
Summer School DEFAP-LASER in Applied Microeconometrics,1.0,,,,,TIM-Telecom Italia,2.0,Svitlana Vasylkivska,2
"Stuttering Attitudes of Students: Professional, Intracultural, and International Comparisons",1.0,,,,,Florida Coalition Against Domestic Violence,2.0,Paul Wandik,2
Economic History Department,1.0,,,,,NIH/National Center for Advancing Translational Science (NCATS) Einstein-Montefiore CTSA,2.0,Omer Siddiq Abdalla,2
Memory Program of the ARC Centre of Excellence in Cognition and its Disorders,1.0,,,,,Netherlands Organisation for Scientific Research/Science for Global Development programmes,2.0,Sherry Glied,2
"Human Resources Development, Education and Lifelong Learning",1.0,,,,,ERA-NEURON,2.0,Eliana Zamora Betancur,2
NBER Entrepreneurship,1.0,,,,,Oregon Health Authority,2.0,Markeisha Craver,2
Programa Campus Iberus de Excelencia Internacional,1.0,,,,,NIH Public Access Policy,2.0,Olaf Kleist,2
American Association of Geographers Annual Meeting,1.0,,,,,EU-project,2.0,Mark Oremus,2
Formation of Research Bases at Private Universities Matching Fund Subsidy,1.0,,,,,Substance Abuse Policy Research Program of the Robert Wood Johnson Foundation,2.0,Eric Friedman,2
North American Neuroendocrine Tumor Symposium,1.0,,,,,Papua New Guinea Institute of Medical Research,2.0,Ariadne Vromen,2
UNU-WIDER in Helsinki,1.0,,,,,Philippine Department of Science and Technology,2.0,Klaus Hoeyer,2
2017 Academy of Management Meetings (Atlanta,1.0,,,,,American Historical Association,2.0,Claire Simonich,2
TRE,1.0,,,,,Finding of Rare Disease Genes (FORGE) Canada Consortium,2.0,David Purcell,2
Varoth Chotpitayasunondh,1.0,,,,,Yale MacMillan Center for International and Area Studies,2.0,Joy Jiang,2
Delaware Health Fund,1.0,,,,,Butler Family Foundation,2.0,Nadine McKenzie,2
Spaces of experience,1.0,,,,,Bird Life South Africa,2.0,Pham van Dung,2
Modelling and Estimation of Volatility in Energy Markets,1.0,,,,,UPV/EHU,2.0,MacLeod,2
OPERA RESEARCH PROJECT,1.0,,,,,Spanish Department of Science and Technology,2.0,Barbara Pavlek,2
Worrall 2013,1.0,,,,,Central Statistical Office in Poland,2.0,Christopher Seeds,2
CLADHE,1.0,,,,,Training in Interdisciplinary Research to Prevent Infections (TIRI) Grant,2.0,Linda M. Burton,2
PHARE in Paris,1.0,,,,,Merage Foundation for the American Dream,2.0,Fanny Tenenhaus-Aziza,2
Emotional and Social Competencies Development Program,1.0,,,,,Isla Mujeres Ethnographic Field School (IFS),2.0,Juan Carlos Cuestas,2
GE Healthcare,1.0,,,,,New Mexico Women's Health Study,2.0,Jose A. Bauermeister,2
Consejeria de Industrii,1.0,,,,,"CSTMS (Center for Science, Technology, Medicine and Society",2.0,Christina Ragan,2
"Philosophy, Law and Environmental Crisis Conference (Lausanne)",1.0,,,,,BGS's Engineering Geology science program,2.0,Kartikeya Singh,2
Cambridge Legal History Seminar,1.0,,,,,European Regional Development Fund/European Social Fund),2.0,Kuan Ying Tang,2
2013 HES meeting in Vancouver,1.0,,,,,National Institute of Health Research (NIHR) under the Public Health Research (PHR) scheme,2.0,Libby Lester,2
HEARing Cooperative Research Centre,1.0,,,,,Fonds Quebecois pour la Formation de Chercheurs et l'Aide a la Recherche (FCAR),2.0,Sarfaraz Serang,2
Economic and Social History of the Premodern World seminar,1.0,,,,,Dan David Foundation,2.0,Aminata Niang Diene,2
WASHplus (global),1.0,,,,,Grupos de Investigacion del Sistema Universitario Vasco,2.0,Piero Gottardi,2
Ethical Investment Research Services (EIRIS) Ltd,1.0,,,,,MultiRisk,2.0,Rupaleem Bhuyan,2
DIW Berlin Seminar on Macroeconomics and Econometrics,1.0,,,,,Gov. of Catalonia),2.0,Sangsoo Park,2
Robert D. Burch Center for Tax Policy and Public Finance,1.0,,,,,TUM foundation,2.0,Jon Marsh,2
BPeSA (Business Process enabling South Africa,1.0,,,,,Leibniz Institute of Agricultural Development in Central and Eastern Europe (IAMO),2.0,Quinsha Wheeler,2
SSJJ,1.0,,,,,NIH institutes,2.0,Cong Liu,2
Midwestern Psychological Association in Chicago,1.0,,,,,MCity,2.0,Beatrice Gahagan,2
Internal Control Efficiency of Capital Circulation Enterprises under the Background of Internet,1.0,,,,,Communities for Children initiative,2.0,Juel,2
Green Future,1.0,,,,,Dutch Banking Association,2.0,Yu Zhou,2
LRGS),1.0,,,,,Special Found for Beijing Common Construction Project,2.0,Brandon Gorman,2
5th Global Meeting (2015),1.0,,,,,Understanding Society Innovation Panel,2.0,Lisa B Welch Drummond,2
HEXACO-PI-R,1.0,,,,,Quality Enhancement Research Initiative (QUERI),2.0,Raymond P. Perry,2
UN Multicountry Study on Men and Violence,1.0,,,,,"The Integrated Center on Addiction Prevention and Treatment of the Tung Wah Group of Hospitals, Substance abuse and Mental Health Services Administration (SAMHSA)",2.0,Kostas A. Fanti,2
Bioimaging Center,1.0,,,,,Research Center for Leadership in Action,2.0,Thomas Tichelbaker,2
Association of Business Historians Annual Conference (Newcastle,1.0,,,,,Government of the Hong Kong SAR,2.0,Julia King,2
Situations and Person X Situation Interactions,1.0,,,,,Nordic History of Economic Thought Meeting,2.0,Megan Grant,2
Kitchen Seminar Group,1.0,,,,,"National Institute of Child Health and Human Development (Kapogiannis, Lee",2.0,Juliet Zhou,2
"Tiempo urbano, acceso y desarrollo humano",1.0,,,,,National Education Sciences Planning,2.0,Mehmet Ekmekci,2
New Urban Agenda workshop,1.0,,,,,Milleniun Cientific Iniciative of the Chilean Economic Ministry,2.0,Silvia Bunge,2
Household Budget Surveys,1.0,,,,,Federal Reserve Bank of Richmond,2.0,Alexander White,2
Intellectual and Developmental Disabilities Research Centers (IDDRC),1.0,,,,,"European Commission, Marie Curie",2.0,Bruce Miller,2
First Prize in Graduate Student Research Paper Award Competition,1.0,,,,,CAS-TWAS President's Ph.D Fellowship Programme,2.0,Carla Quiroz Lopez,2
PILS,1.0,,,,,"British Academy, Economic and Social Research Council",2.0,George Tsai,2
IP2 Workshop at Stanford,1.0,,,,,National Research Council (CONICET) of Argentina,2.0,Subhas Nayak,2
Case and Coordination,1.0,,,,,NSERC Alexander Graham Bell Canadian Graduate Scholarship,2.0,Chelsea Komlo,2
Longitudinal Outcomes of Children With Hearing Impairment,1.0,,,,,Alliance for Accelerating Excellence in Science in Africa (AESA),2.0,Elaine Prewitt,2
Triple P programs,1.0,,,,,Centre of Excellence for Children and Families over the Life Course,2.0,Susan Batchelor,2
64th AFSE Meeting in Rennes (France),1.0,,,,,Moving Matters research group (AISSR),2.0,Thomas A. Green,2
Yale Program in Economic History,1.0,,,,,Major League Baseball,2.0,Katherine Charsley,2
2015 RIDGE Workshop in International Macroeconomics,1.0,,,,,Europubhealth Consortium,2.0,Prof Emmerson,2
St. Olav CAP Study,1.0,,,,,PTL,2.0,Jane VanHeuvelen,2
Farm Business Survey,1.0,,,,,European Union Center of Excellence,2.0,S.A. Smolyak,2
European Search and Matching Conference in Cyprus,1.0,,,,,Integrated Control of Neglected Zoonoses (ICONZ),2.0,Jonathan Hsy,2
ERSA,1.0,,,,,NWO VIDI,2.0,Lixin Ye,2
MIT Joint Program on the Science and Policy of Global Change,1.0,,,,,CGIAR Research Program on Agriculture for Nutrition and Health,2.0,Ostrove,2
Direction Generale de la Protection des Vegetaux,1.0,,,,,Spanish Ministerio de Economia y Competitividad (MINECO)/Fondo Europeo de Desarrollo Regional (FEDER),2.0,Aasim Padela,2
RPAA,1.0,,,,,NZ Transport Agency,2.0,Mark Gudmastad,2
84 th Military Operations Research Society Symposium,1.0,,,,,Caroline Miles Scholarship,2.0,Goh,2
2017 Canadian Sociological Association Conference,1.0,,,,,Knowledge Synthesis Grant,2.0,KC Alvey,2
"Distinguished Summer Faculty Fellowship at the US Naval Air Systems Command at the Lakehurst, NJ",1.0,,,,,Netherlands Food and Consumer Product Safety Authority,2.0,Gill Main,2
2015 Japanese Society for the History of Economic Thought,1.0,,,,,MOE in Singapore,2.0,Xiaole Xue,2
Evidence to Policy Impact 2011 Conference,1.0,,,,,Lumen Prize,2.0,David Richards Travel Scholarship,2
2015 Megan Cornog Memorial Highway Safety Scholarship,1.0,,,,,"Philosophy and Social Science Planning Project of Anhui Province, China",2.0,Dung Nguyen Tien,2
2014 Economic History Society Conference in Warwick,1.0,,,,,Western Australian Department of Justice,2.0,Rafael Machinguiash,2
Spatial humanities,1.0,,,,,"Arts NSW, Australia",2.0,Jerome Karabel,2
First Half of the 17th Centuries,1.0,,,,,British Columbia Centre for Excellence,2.0,Cristina Mirella Villaraza,2
CIFOR in Cameroon,1.0,,,,,Netherlands Organization for Scientific research (NWO-ZonMW),2.0,Jimena Hurtado,2
Reference Group,1.0,,,,,InnerChange Foundation,2.0,Laura Mamo,2
LABILE,1.0,,,,,"TB Prevention, Division of HIV/AIDS Prevention",2.0,Giorgio Ferrari,2
project GREENGO - New Tools for Environmental Governance: the role of NGOs,1.0,,,,,Fife Rehabilitation Service,2.0,Rosemary lavenditti,2
Annual International Conference of the Royal Geographical Society,1.0,,,,,Samual Chan Scholarship,2.0,Rune Dietz,2
Southern Finance Association 2014 Meetings,1.0,,,,,Program of Immigration and Health (PIMSA),2.0,B. Murgue,2
HCP,1.0,,,,,Health Foundation Improvement Science Fellowship,2.0,Tessie Caballero Vaillant,2
INSEE,1.0,,,,,"Directorate General of Health Services, Dhaka, Bangladesh",2.0,Hannah Reich,2
New Investigator Research Grant,1.0,,,,,Gold Foundation,2.0,Leo Ferraris,2
Performance Management Model of Local Budget in China,1.0,,,,,Economic and Social Research Council of Great Britain (ESRC),2.0,Ambrose Lo,2
Marion T. Loftin Scholarship,1.0,,,,,Fogarty International Clinical Research Fellows Program,2.0,Pit Forster,2
TYP,1.0,,,,,Understandings and Uses of Public Health Research programme,2.0,Marla Smith,2
UT Dallas Spring Finance Conference,1.0,,,,,John R. Evans Chair in Health Sciences Education Research,2.0,Jenna Wilson,2
Washington Institute for the Study of Ethnicity and Race,1.0,,,,,National Children's Research Centre,2.0,Womack,2
Dispute Resolution Research Center,1.0,,,,,Danish EGV foundation (Protection of Lonely Elderly,2.0,Lowe,2
"Love the Sinner, Hate the Sin' Prescriptive Religious Norms",1.0,,,,,Health Policy Investigator Award,2.0,Stuart Thorson,2
Theory-Based Design to Validation and Back,1.0,,,,,European Research Council Starter Grant,2.0,C.M. van der Feltz-Cornelis,2
FOCUS (Future-oriented Corporate Solutions,1.0,,,,,National Natural Science Foundation of the Peoples Republic of China,2.0,Simon Deakin,2
FATE,1.0,,,,,Movisie,2.0,Thomas Coates,2
114th Annual Meetings of the Archaeological Institute of America,1.0,,,,,Allstate Foundation,2.0,Jarrad Harford,2
2014 HOPE Center,1.0,,,,,Regional Health Directorate of Cascades,2.0,Pamela Oliver,2
Spot Image,1.0,,,,,Lewis Sebring Family Foundation,2.0,Geertje Boschma,2
Innovation Lab for Food Security Policy,1.0,,,,,AMP-M,2.0,Lea Petrella,2
UP3D,1.0,,,,,Idaho Coalition Against Sexual & Domestic Violence,2.0,Angie Considine,2
2015 Allied Social Science Associations Meetings,1.0,,,,,"Key Laboratory of Random Complex Structures and Data Science, CAS",2.0,Tanju Yorulmazer,2
Co-Development in Personality Project,1.0,,,,,Research Programme on Climate Change (FICCA,2.0,Sten Widmalm,2
Canadian Community Health Surveys,1.0,,,,,Population Services InternationalLesotho (PSI),2.0,Andrea Fosfuri,2
eeecon Workshop 2015 in Innsbruck,1.0,,,,,Development of Smart Healthcare System,2.0,Pierre Loup-Lesage,2
"International Workshop on Language Production, New York",1.0,,,,,Association Concerning Sexual Violence Against Women,2.0,Marko Katana,2
SQUIRREL,1.0,,,,,Lutheran Social Services of Michigan,2.0,Karen Harrison Denning,2
Self-management and Empowerment in Chronic Care,1.0,,,,,NHMRC Centre of Research Excellence (CRE),2.0,Juan Xi,2
2015 Canberra Conference on Earth System Governance: Democracy and Resilience in the Anthropocene,1.0,,,,,Invasive Animals Cooperative Research Centre,2.0,Jean-Louis Tissier,2
FRESH (Frontier Research in Economic and Social History) session in Perth,1.0,,,,,District of Columbia CFAR,2.0,Mariluz Sanchez,2
LAA,1.0,,,,,NSFC from Guangdong Province,2.0,Amundi,2
SITE,1.0,,,,,Science and Technology Facilities Council,2.0,Morten Nielsen,2
Historical Social Mobility in a Global Perspective Workshop in Utrecht,1.0,,,,,Israel's Ministry of Education,2.0,Patrick Brownlee,2
UK and Senegal Advisory Groups,1.0,,,,,Quadro Comunitario de Apoio III,2.0,James LeBreton,2
AVAG,1.0,,,,,National Cancer Institute of the NIH,2.0,Diane Reay,2
LSE's Department of International Development,1.0,,,,,Canterbury Medical Research Foundation,2.0,Catalina Sac Tambriz,2
African Economic History Workshop,1.0,,,,,Wellcome Trust Centre for Human Genetics,2.0,Ole Helby Petersen,2
Concerted Research Action,1.0,,,,,Vilas Trust,2.0,Natalie Leek Nelson,2
Seminario Permanente de Historia e Instituciones Economicas,1.0,,,,,Region RhoneAlpes,2.0,Ingrid Schneider,2
Footnote 2,1.0,,,,,Forsakringskassan,2.0,Rochet,2
SCORES),1.0,,,,,Germani-Israel Science Foundation,2.0,Rich Frank,2
VesselsValue,1.0,,,,,Data Service Infrastructure for Social Sciences and Humanities,2.0,Mwapi Mkandawire,2
Diversity and Equity Initiative Award,1.0,,,,,Higher Education Mentoring Initiative (HEMI),2.0,Luiz Roberto Arueira da Silva,2
Management and Organizations seminar at Duke,1.0,,,,,EECS,2.0,Denise Goodman,2
2012 Returned Overseas Chinese Scholars,1.0,,,,,National Health and Medical Research Council (NHMRC) Partnerships for Better Health,2.0,Claire Evans,2
Web90,1.0,,,,,Onassis Public Benefit Foundation,2.0,Gary Libecap,2
Research Development and Enhancement Awards Program,1.0,,,,,Intramural Research Department of the American Cancer Society,2.0,Yiguo Sun,2
German Psychological Society in Bochum,1.0,,,,,NWO MaGW,2.0,Bart van den Hooff,2
Medical World in Early Modern England,1.0,,,,,Gas Industry Social and Environmental Research Alliance (GISERA),2.0,Hoyt,2
EurHistock Workshop,1.0,,,,,amFAR,2.0,Felix Schonbrodt,2
Institutions and Institutional Change in Post-Socialism,1.0,,,,,NHLBI Supplement to Promote Diversity in Health-Related Research of the NIH,2.0,Toke Fosgaard,2
HEALTHCOG,1.0,,,,,STEP UP,2.0,Serden Ozcan,2
ALIHS congress at Buenos Aires,1.0,,,,,Center for HIV/AIDS Educational Studies,2.0,Nancy Landale,2
Union Army,1.0,,,,,Institutional Program for Young Researcher Overseas Visits,2.0,K. Harkness,2
"EUI-CEPR-IMF Conference on Secular Stagnation, Growth and Real Interest Rates",1.0,,,,,National Research Service Award (NRSA) in Primary Medical Care,2.0,Raymond Florax,2
Conference of Empirical Legal Studies-Europe,1.0,,,,,Wellcome Trust/University of York Centre for Future Health,2.0,Bastian Westbrock,2
school choice in late nineteenth century France,1.0,,,,,"European Association of Social Psychology, Princeton, USA",2.0,Martha Ryan,2
Mercator Fellowship in the Research Training Group,1.0,,,,,Academic Leadership Grant,2.0,Richard L. Van Horn,2
"All-UC Group Conference on Transport, Institutions, and Economic Performance",1.0,,,,,Somali Women's Initiative for Sexual Health (SWISH),2.0,Claire Harkins,2
High-Value Detainee Interrogation Group,1.0,,,,,Melbourne Research Scholarship (MRS),2.0,Joseph Cesario,2
EIBA Conference in Porto,1.0,,,,,Family Self Sufficiency and Stability Network,2.0,Michael Barr,2
Focus on a Fitter Future (FFF) Workgroup,1.0,,,,,HIV Prevention Trials Network 071 Study,2.0,Derek Beach,2
Code of Ethics of the World Medical Association (Declaration of Helsinki),1.0,,,,,NIHSS/SAHUDA,2.0,Bill Stewart,2
SOLE Annual Meetings,1.0,,,,,SA MRC Flagship grant,2.0,Ms. Robson,2
AHES,1.0,,,,,Kennedyallee 40,2.0,Michael Burr,2
Transforming Security in the Age of Uncertainty: Understanding the Rise of Hybrid Warfare in the Czech Republic,1.0,,,,,Pediatric Cancer Epidemiology,2.0,Massogui Thiandoum,2
Religion in Liberal Political Philosophy,1.0,,,,,American Real Estate and Urban Economics Association/Allied Social Sciences Association,2.0,Lajos Balint,2
Banff Centre,1.0,,,,,Hong Kong Institute of Asia-Pacific Studies,2.0,Jo Wolff,2
"18th Annual Meeting of the Society for Personality and Social Psychology, San Antonio",1.0,,,,,Leveraging Agriculture for Nutrition in South Asia Research (LANSA),2.0,Howard Litwin,2
Biocriminal Justice,1.0,,,,,"Action For Autism, New Delhi",2.0,Elmar Unnsteinsson,2
Undergraduate Research Assistantship Scheme,1.0,,,,,Scottish Economic Society,2.0,Jeremy Arkes,2
UK arm,1.0,,,,,Foundation for the National Institutes of Health,2.0,Judith C. Barker,2
otorgado al tercer autor,1.0,,,,,Drug Treatment Outcomes Research Study (DTORS),2.0,Fabrizio Panebianco,2
UNC-Duke Consortium in Latin American and Caribbean Studies,1.0,,,,,Division of Social and Behavioral Sciences),2.0,Tanya Hines,2
Centre for Ethics and Poverty Research,1.0,,,,,Nebraska Game and Parks Commission,2.0,Kathleen Lane,2
Qualitatsoffensive Lehrerbildung,1.0,,,,,Fahs-Beck Fund for Research,2.0,Doug Keeler,2
Tinbergen 2016,1.0,,,,,Tonkinson Colorectal Cancer Research Fund,2.0,Suwat Chariyalertsak,2
