MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
,,,,,,"Show Chwan Memorial Hospital in Changhua, Taiwan",2,Robin Pedersen,1.0
,,,,,,New Delhi and Departmental Research Support under Special Assistance Program (DRS-SAP) of UGC,2,W. Czerwinski,1.0
,,,,,,53059) (CSSP) E-Security,2,Diogo Viegas,1.0
,,,,,,Cloud Thinking project,2,U. Politecnica de Catalunya,1.0
,,,,,,Shanghai Municipal NSF,2,James D. Ivory,1.0
,,,,,,United States (US) Food and Drug Administration,2,-H. Lin,1.0
,,,,,,Key Project of Natural Science Foundation of Shandong Province of China,2,Xinge You,1.0
,,,,,,European Commission's Futuree Internet Public-Private Partnership (FI-PPP) initiative,2,V. Edemskiy,1.0
,,,,,,BMBF (German Ministry of Research and Education),2,A. Linninger,1.0
,,,,,,Centro Nacional de Supercomputacao (CESUP),2,Kevin Baker,1.0
,,,,,,European Union under Horizon-2020 Program,2,Iva Barisic,1.0
,,,,,,Ernst Schering Foundation,2,Riitta Jokela,1.0
,,,,,,CASHIPS,2,Bela Bollobas,1.0
,,,,,,European Commission by Research Infrastructures of the FP7 Capacities Specific Programme,2,Ariel Shamir,1.0
,,,,,,Hong Kong General Research,2,J. O'Sullivan,1.0
,,,,,,"Defense Threat Reduction Agency, Chemical and Biological Defense Program",2,Gennady Andrienko,1.0
,,,,,,Finnish Foundation of Nursing Education,2,Simon Perdrix,1.0
,,,,,,NSF EAGER,2,G. Reeves,1.0
,,,,,,Beijing Municipal Social Science Foundation,2,Vincent St-Amour,1.0
,,,,,,Chengdu Administration of Science and Technology,2,Kushagra Vaid,1.0
,,,,,,Cancer Research UK Advanced Clinician Scientist Fellowship,2,Anton Poluektov,1.0
,,,,,,CMA-Centro de Matematica e Aplicacoes,2,Damian Doyle,1.0
,,,,,,Health Innovation and Education Cluster (HIEC),2,Mengjie Chen,1.0
,,,,,,Ministry of Education of the Region of Castilla-Leon,2,C.E. Carr,1.0
,,,,,,National Center for Advancing Translation Science UL1,2,Miguel Crespo,1.0
,,,,,,FGCSIC,2,Philippe Schnoebelen,1.0
,,,,,,"Department of Rheumatology, Immunology and Allergology",2,Li-Yang Tan,1.0
,,,,,,SECODE European Project (Paris 8),2,J. Tapia,1.0
,,,,,,Basic Scientific Research Program of Chinese Ministry of Industry and Information Technology,2,Soren Auer,1.0
,,,,,,Capital Institute of Pediatrics,2,Milos Kopa,1.0
,,,,,,Pharmaceutical Oncology Initiative,2,Paavo H.,1.0
,,,,,,"BPI France, Region Ile-de-France, Region Bretagne",2,James V. Hansen,1.0
,,,,,,NDSEG Fellowship,2,Keith Campbell.,1.0
,,,,,,Vicerrectoria de Investigacion,2,Josh Barnes,1.0
,,,,,,TaiShan Industrial Experts Programme of Shandong Province,2,IIITDM Jabalpur,1.0
,,,,,,"Games for Health Europe, Helmond, the Netherlands",2,Ask Solem,1.0
,,,,,,Innovation Hub for ICT,2,Rajkumar Buyya,1.0
,,,,,,Border Biological Research Center (BBRC) Core Facilities,2,Jurgen Forster,1.0
,,,,,,"Department of Veterans Affairs, Veterans Health Administration, Health Services Research and Development",2,Walid Mathlouthi,1.0
,,,,,,CITIC-UCR,2,Lorie Loeb,1.0
,,,,,,African Population and Health Research Centre,2,M. Aggravi,1.0
,,,,,,UCSF Academic Senate Resource Allocation Program grant,2,Midori Hyndman,1.0
,,,,,,Scientific and Technological Innovation Project Financially,2,Yu-Fen Hsieh,1.0
,,,,,,Overseas Project for Post Graduate Research,2,Terence S. Badger,1.0
,,,,,,Basic/Applied Sciences,2,Jonatas Sant'Anna Santos,1.0
,,,,,,Drug Prevention and Information Programme of the European Union,2,Osman Ulusoy,1.0
,,,,,,Strategic Research Partnership grant,2,Ulrich von Zadow,1.0
,,,,,,ANR project GraphEn,2,Xiao Zhai,1.0
,,,,,,Development of Structured Plug-in Software for Smart Education,2,J. Sindelar,1.0
,,,,,,Technology Foundation of Huizhou,2,J. C. Snijders,1.0
,,,,,,Jiangsu Province Double Innovation Talent Program,2,Elder Rodrigues,1.0
,,,,,,NIH Fogarty R24TW008805,2,Naomi Zeichner,1.0
,,,,,,CEC,2,H. A. Abbass.,1.0
,,,,,,"CSC IT Center for Science Ltd in Espoo, Finland",2,Sinisa Todorovic,1.0
,,,,,,Michael Smith Foreign Study Supplements Program,2,Randall S. Burd,1.0
,,,,,,"Biotechnology and Biological Research Council, UK",2,Abd-Krim K. Seghouane,1.0
,,,,,,Donald P Goldstein MD Trophoblastic Tumor Registry Endowment,2,Zarrin Montazeri,1.0
,,,,,,NAP Redoxoma (PRPUSP),2,Jordi Delgado Pin,1.0
,,,,,,Research Center for Prospering Jiangsu Province with Talents,2,Ana Colubi,1.0
,,,,,,CareFirst Blue Cross/Blue Shield of Maryland,2,Khushboo Singh,1.0
,,,,,,Regional European Development Funds (FEDER),2,Masha Shugrina,1.0
,,,,,,BROCA,2,Arkadi Nemirovski,1.0
,,,,,,SFB Transregio,2,A. Arnaldsson,1.0
,,,,,,Education Science in Hunan province,2,E. Lutwak,1.0
,,,,,,Beijing Social Science Foundation Research Base Grant,2,Elizabeth Carter,1.0
,,,,,,"UK Department of Health, NIHR",2,P. Hollensen,1.0
,,,,,,Ministry of Higher Education of Egypt,2,S. Zilles,1.0
,,,,,,National Network of Libraries of Medicine,2,Stanley Tzeng,1.0
,,,,,,Health Economics and Decision Science,2,D. Panario,1.0
,,,,,,Scientific Research Projects Office (BAP),2,E. Anquetil,1.0
,,,,,,Network Science CTA,2,M. Tomamichel,1.0
,,,,,,BMBF MODAL - MedLab,2,Atsushi Yoshihara,1.0
,,,,,,CIEMAT - FISICA DE PARTICULAS,2,Robert Miller,1.0
,,,,,,National Supercomputer Center in Tianjin (NSCC-TJ),2,Janet Vertesi,1.0
,,,,,,Science and Technology Innovation Talents from Harbin City,2,Z. Liang,1.0
,,,,,,Strategic Promotion of Innovative Research and Development Program,2,Tim Brys,1.0
,,,,,,NTH Office of Research on Women's Health,2,S. Landsmeer,1.0
,,,,,,INES 2.0,2,Kefeng Mao,1.0
,,,,,,St Vincent's Clinic Foundation,2,Leonard Lesniak,1.0
,,,,,,EU FP7 Project Help4Mood - A Computational Distributed System to Support the Treatment of Patients with Major Depression,2,Marcin Bury,1.0
,,,,,,Brazilian institutions FAPESP,2,Mario Romero,1.0
,,,,,,German Center for Lung Research (DZL),2,Ralph Martin,1.0
,,,,,,"Ministry of Science, Information/Communication Technology",2,Juan Boubeta-Puig,1.0
,,,,,,Centre for Interdisciplinary Research in Rehabilitation and Social Integration (CIRRIS),2,P. Chemouil.,1.0
,,,,,,Radiocommunication Reference Center (Centro de Referencia,2,Fouad Zablith,1.0
,,,,,,National Natural Science Foundation of Youth Science Foundation,2,Samuel Muller,1.0
,,,,,,China S&T Major Project,2,L. Sun,1.0
,,,,,,government of Veracruz State,2,Coen Pijpers,1.0
,,,,,,T15LM007079,2,Manolo Garabini,1.0
,,,,,,"UGC-DRS Phase-I Program, Govt. of India",2,Edwin Farley,1.0
,,,,,,Baidu,2,Ayumu Kanazawa,1.0
,,,,,,Direccion General de Computo y de Tecnologias de Informacion y Comunicacion (DGTIC),2,Tobias Isenberg,1.0
,,,,,,Research Projects GREENET,2,Aise J. de Jong,1.0
,,,,,,NEUROCLINOMICS2,2,Tae-Suh Park,1.0
,,,,,,Key Project of Chinese Academy of Sciences,2,V. Vildosola,1.0
,,,,,,Open Research Fund of the State Key Laboratory of Structural Analysis for Industrial Equipment,2,Ding-xuan Zhou,1.0
,,,,,,"European Community's Seventh Framework Programme (FP7/2007-2013, HEALTH-F2-2011)",2,Amy E. Kerdok,1.0
,,,,,,VKK,2,"Venkatesh, Grundgeiger",1.0
,,,,,,Italian Ministry of Foreign Affairs,2,Patricia Van Roon,1.0
,,,,,,State Key Laboratory of Lithospheric Evolution,2,Michael Elad,1.0
,,,,,,Shenzhen Technology Innovation Program,2,Alexander Berner,1.0
,,,,,,Michael Smith Foundation for Health Research Scholar Award,2,Dr. Tohsato,1.0
,,,,,,"Autonomous Government of Castilla and Leon, Spain",2,Ethem Alpaydin,1.0
,,,,,,Dutch National Health Care Institute,2,Yui-Lam Chan,1.0
,,,,,,Critical Path Institute (C-Path),2,Harmony Li,1.0
,,,,,,EPSRC Research,2,Philipp Stampfli,1.0
,,,,,,Strengthening Communities Initiative (SCI) Capacity Building Grant,2,Kim Lauenroth,1.0
,,,,,,FEDER programme,2,Rybko,1.0
,,,,,,GAA,2,Marton Elekes,1.0
,,,,,,Opening Topic of the Key Laboratory of Embedded Systems and Service Computing of Ministry of Education,2,P. R. Panda,1.0
,,,,,,Quality of Life Chair,2,Peter Aspinall,1.0
,,,,,,Emergency Medical Services for Children (EMSC) Program,2,Supriya Chinthavali,1.0
,,,,,,Foundation of He'nan Science and Technology Department,2,T.-P. Hong,1.0
,,,,,,National Health and Medical Research Council (NHMRC) Early Career Research fellowship,2,Sue Denham,1.0
,,,,,,EC 7th Framework Programme FF7/2007-2013,2,R. Hamila,1.0
,,,,,,National Institutes of Health (NIH) National Library of Medicine (NLM),2,Georges,1.0
,,,,,,Italian Roadmap for ESFRI Research Infrastructures,2,Abdullah Gharaibeh,1.0
,,,,,,Hangzhou S&T Development Plan,2,A. Patra,1.0
,,,,,,Seventh Framework Programme FP7/2011,2,S. Schweizer,1.0
,,,,,,ARL/ARO,2,Daxin Zhu,1.0
,,,,,,Intelligent Systems Center,2,Silvia Sellan,1.0
,,,,,,Center of Biomembrane Research,2,Shaz Qadeer,1.0
,,,,,,Unmanned Vehicle Advanced Research Center (UVARC),2,Gama Pinto,1.0
,,,,,,ASCR,2,Jianwei Xia,1.0
,,,,,,Recruitment Program of Global Youth Experts of China,2,David Gotz,1.0
,,,,,,CONICYT / FONDECYT/REGULAR/1160455,2,Haoyu Yu,1.0
,,,,,,"Ministry of Science and ICT, Republic of Korea",2,Ken Clarke,1.0
,,,,,,"Ethics Committee, Research Office",2,Tony W K Fung,1.0
,,,,,,BMBF ALICE II,2,Caisheng Wei,1.0
,,,,,,Special Support Program of Guangdong Province,2,Peter Andrews,1.0
,,,,,,NIDA K23DA044874,2,G. Biczok,1.0
,,,,,,CMCC Foundation,2,L. Kuparinen,1.0
,,,,,,Guangdong Provincial NSF,2,Bif Goularte,1.0
,,,,,,project E-business Center of Excellence,2,Xun Wang,1.0
,,,,,,State Key Laboratory of Advanced Welding and Joining,2,Francois-Xavier Feron,1.0
,,,,,,Wellcome Trust Centre for Neuroimaging,2,Arbind Kumar,1.0
,,,,,,CSS Insurance (Switzerland),2,Behzad Esmaeili,1.0
,,,,,,Klaus Tschira Stiftung,2,D. Leidner,1.0
,,,,,,Specialized Research Fund for the Doctoral Program of the Ministry of Education,2,Valerio Sperati,1.0
,,,,,,SCJP,2,S. Alkassar,1.0
,,,,,,Hibah Penelitian Fundamental 2017,2,Rhaleb Zayer,1.0
,,,,,,Health Technology and Policy Unit for Alberta Health,2,Dennis den Brok,1.0
,,,,,,"MoE, China",2,Leman Akoglu,1.0
,,,,,,"BC Patient Safety & Quality Council, and Health Canada",2,Nathan James Turner,1.0
,,,,,,U.S. NSF CCF-1456921,2,S. P. Zafeiriou,1.0
,,,,,,National Institute of Health Research programme,2,S. Singh,1.0
,,,,,,Youth project of the Ministry of the National Education Science Program,2,Cynthia Phillips,1.0
,,,,,,Centers for Disease Control and Prevention Cooperative Agreement,2,Curie,1.0
,,,,,,French National Institute of Vines and Wine (IFV),2,Eric Sheffield,1.0
,,,,,,CNPq Brazilian agency,2,Ke Yan,1.0
,,,,,,SDCI,2,Shuo Miao,1.0
,,,,,,Laurance S. Rockefeller Fund,2,J-P. Merlet,1.0
,,,,,,China Chang Jiang Scholars Program,2,Amany Elbanna,1.0
,,,,,,Open Project Program of Shanghai Key Laboratory of Data Science,2,J. Roerdink,1.0
,,,,,,Harbin Talent Programme for Distinguished Young Scholars,2,Fred Turner,1.0
,,,,,,Eastern Cooperative Oncology Group,2,Bulent Sankur,1.0
,,,,,,Australian Research Council (ARC) under Discovery Grant,2,Dan Dwyer,1.0
,,,,,,Naval Research Board (NRB),2,Tuan Anh Le,1.0
,,,,,,NIH U54HL108460,2,P. Jidesh,1.0
,,,,,,Gates Cambridge Scholarship (SAM),2,Jingrong LI,1.0
,,,,,,Health and Human Services,2,Jie Gui,1.0
,,,,,,National Postdoctoral Funding of China,2,Amelie,1.0
,,,,,,Swedish International Development Agency - SIDA,2,Linn Savlind,1.0
,,,,,,Changsha Science and Technology Project,2,L. Lin,1.0
,,,,,,Congress of Czech Society of Anesthesiology and Intensive Care Medicine,2,Juan Alejandro Valdivia,1.0
,,,,,,Swedish Institute,2,David Majnemer,1.0
,,,,,,CAPES DeepEyes,2,Charlie Curtsinger,1.0
,,,,,,National Institute of Health Research Senior Investigator,2,Jason Zebchuk,1.0
,,,,,,European Research Council Grant Diodes,2,Shao Xuesong,1.0
,,,,,,Science and Technology Research Program,2,M. Lam.,1.0
,,,,,,NIH/NIDDK,2,Jack Edge,1.0
,,,,,, Istituto Nazionale di Alta Matematica (INdAM),2,K. Mania,1.0
,,,,,,FP7 E-INFRASTRUCTURE program,2,Kamilla Run Johannsdottir,1.0
,,,,,,"Ministry of Education, Science, Sports and Culture, Grant-in-Aid for Scientific Research",2,Deborah Hicks,1.0
,,,,,,"U.S. DOE, Office of BES, Division of Materials Sciences and Engineering",2,Alfred Thomas,1.0
,,,,,,Victorian Government Department of Health and Human Services,2,Sytse Wierenga,1.0
,,,,,,Research and Development program,2,M. Garcia-Bosque,1.0
,,,,,,Agricultural Model Intercomparison and Improvement Project,2,Frederic Lang,1.0
,,,,,,ARC Fellowship,2,der Bienen,1.0
,,,,,,Austrian-Indonesian Center (AIC) for Computational Chemistry,2,Diego Paladini,1.0
,,,,,,"National Institute for Health Research, United Kingdom",2,Chip Lundell,1.0
,,,,,,JSPS KAKENHI Nos,2,Michael Tooke,1.0
,,,,,,Russian Academy of Sciences (SPIIRAS),2,J. Kophazi,1.0
,,,,,,Program of International Science and Technology Cooperation,2,Ahmad Khonsari.,1.0
,,,,,,Innovation Team Project,2,Kastner,1.0
,,,,,,Center for Systems Biology/,2,John Spitzer,1.0
,,,,,,Austrian Center for Medical Innovation and Technology),2,Deisemara Ferreira,1.0
,,,,,,Translational Clinical Research (TCR),2,Patrick Tisserand,1.0
,,,,,,Thai Research Fund,2,Song Guo,1.0
,,,,,,EU/EFPIA IMI Joint Undertaking 2,2,Cindy Wong,1.0
,,,,,,"social science and technology development project of Dongguan, Guangdong, China",2,Elizabeth Cooper,1.0
,,,,,,Canadian Climate Forum (CCF),2,Yun Zhang.,1.0
,,,,,,Statoil Petroleum AS,2,N.-O. Kitterod,1.0
,,,,,,Foundation of the China Scholarship Council,2,J-M ten Hove,1.0
,,,,,,Swedish Agency for Health Technology Assessment and Assessment of Social Services,2,Alfred P. Sloan Foundations,1.0
,,,,,,Comunidad de Madrid project N-Greens Software-CM,2,Han Hae-Ra,1.0
,,,,,,FRG,2,Sokjoon Lee,1.0
,,,,,,Thirteen five'' Programming Project of Jiangxi province Social Science,2,Michel Denis,1.0
,,,,,,Open Project Funding of Shandong Provincial Key Laboratory of Software Engineering,2,Ian M. Overton,1.0
,,,,,,RISCOSS,2,Hideaki Kimura,1.0
,,,,,,"Action Madagascar"" Foundation",2,Jay Kuo,1.0
,,,,,,"Arab Academy for Science and Technology, Egypt",2,Andrea Bolioli,1.0
,,,,,,Erasmus Trust Fund,2,Xin ZHOU,1.0
,,,,,,Industrial Convergence Core Technology Development Program,2,Flocchini,1.0
,,,,,,Baxter Clinical Evidence Research Council Grant,2,Janice Wheeler,1.0
,,,,,,NIAID U01AI099959,2,John Bender,1.0
,,,,,,PROGRESS Q26,2,Fernando Paredes,1.0
,,,,,,United States Food and Drug Administration (US FDA),2,Fabian Schuiki,1.0
,,,,,,Alberta Health and Canada Health Infoway,2,E. Cheng,1.0
,,,,,,Promotion and Development Project for Key Laboratory of Shenzhen,2,G. Tee,1.0
,,,,,,Special Funds for Science and Technology Development of Guangdong,2,Jere Koskela,1.0
,,,,,,Province Overijssel,2,Dan Weld,1.0
,,,,,,Sofia Kovalevskaja,2,Marco Fontani,1.0
,,,,,,UC Davis Clinical and Translational Science Center,2,N. Li,1.0
,,,,,,CIHR New Emerging Team Grant in Computational Neurosciences,2,H. Mao,1.0
,,,,,,Foundation of State Key Laboratory of Robotics,2,Max Hermann,1.0
,,,,,,Science Innovation Programs Led by Academicians in Chongqing,2,Panagiotis Foteinos,1.0
,,,,,,Elsevier Mathematical Sciences Sponsorship Fund,2,Cara Bailey Fausset,1.0
,,,,,,Research Innovation Program for College Graduates in Jiangsu Province,2,Maryi Arciniegas-Mendez,1.0
,,,,,,Australian Bureau of Statistics (ABS),2,David Romblom,1.0
,,,,,,Henry M. Jackson Foundation,2,Hoe Kim,1.0
,,,,,,Knowledge Technology,2,L. Gremillet,1.0
,,,,,,European Community's 7th Framework Program FP7/2007-2013,2,H. Geng,1.0
,,,,,,Major Research Projects in The Field of Intelligent Manufacturing,2,Aurelio Rodriguez,1.0
,,,,,,Innovation of Science Pursuit for Inspire Research (INSPIRE),2,Ronan AJ Chagas,1.0
,,,,,,"Ministry of Land, Infrastructure and Transport, Republic of Korea",2,R. Srikant,1.0
,,,,,,"National Science Foundation (NSF) Civil, Mechanical, and Manufacturing Innovation (CMMI)-",2,Joao Marcos,1.0
,,,,,,Scientific Research Program of Outstanding Young Talents in Universities of Fujian Province,2,Kenichi Tanaka,1.0
,,,,,,American Academy of Health Behavior mentorship program,2,Peter Swan,1.0
,,,,,,Basic Scientific Research Fund of Chinese Academy of Chinese Medical Science,2,A. Morrison,1.0
,,,,,,Regione Toscana-Italy,2,Larry Paulson,1.0
,,,,,,Estonian Information Technology Foundation,2,Bo Li.,1.0
,,,,,,"Fonds Wetenschappelijk Onderzoek (FWO) - Flanders, Belgium)",2,Vasiliy Leonenko,1.0
,,,,,,BILGEM-TUBITAK,2,Chris Wyman,1.0
,,,,,,European Community's Seventh Framework Program (FP7 - HEALTH,2,William Evans,1.0
,,,,,,National Significant Science and Technology Projects of China,2,O. Ameerbaksh,1.0
,,,,,,Queensland Health's Future's Project funds,2,D. Yue.,1.0
,,,,,,PLP Architecture,2,Mikio Nakahara,1.0
,,,,,,Inoki et,2,Yu Li,1.0
,,,,,,"Office of Research, Development and Information; Centers for Medicare and Medicaid Services; Information Management Services",2,Nick Jones,1.0
,,,,,,Data-Driven Discovery Initiative,2,Vincent van Oostrom,1.0
,,,,,,CCF-Venustech Open Research Fund,2,P. Cintula,1.0
,,,,,,Macao Scientists,2,W. Dai,1.0
,,,,,,Iberian Association of Systems and Information Technology AISTI,2,Chunhua Yang,1.0
,,,,,,Henan Provincial Government,2,Verena Venek,1.0
,,,,,,Higher Educational Science and Technology Program of Shandong Province (HESTP),2,Chris Zannetos,1.0
,,,,,,ASR Program,2,Martin Risseeuw,1.0
,,,,,,Icrea Academia Award,2,T. Miyao,1.0
,,,,,,Science and Technology Plan of Jiangsu,2,R. Krauthgamer,1.0
,,,,,,Centre for Security Science (CSS),2,Yatin Manerkar,1.0
,,,,,,Killam Trust Award Foundation,2,Roberto Martinez-Maldonado,1.0
,,,,,,Competence Center Environment and Sustainability of the ETH Domain (CCES),2,Kate Byrnes,1.0
,,,,,,"Scientific and Technological Innovation Programs of Higher Education Institutions in Shanxi, China",2,M. Althoff,1.0
,,,,,,Center for Health Communications Research,2,Riofrio,1.0
,,,,,,TOP-Energy project,2,Alexandre Duret-Lutz,1.0
,,,,,,Higher Educational Science and Technology Program of Shandong Province (HESTP) Project of Shandong Province,2,C. Aerts,1.0
,,,,,,BC Yukon Region,2,Charles B. Morrey III,1.0
,,,,,,PRONEX initiative of CNPq,2,Nico Gornitz,1.0
,,,,,,BioTecNorte operation,2,Dan Wang,1.0
,,,,,,Netherlands Genomics Initiative (NGI),2,Doug Potter,1.0
,,,,,,Social Science and Humanities Research Council Postdoctoral Fellowships Program,2,Cem Yuksel,1.0
,,,,,,EU Projects MOBOT,2,Borja Milian,1.0
,,,,,,RS-NSFC International Exchange Program,2,Alejandra Segura,1.0
,,,,,,Instituto Nacional de Nanotecnologia para Marcadores Integrados (INAMI),2,Raphael C.-W. Phan,1.0
,,,,,,Key Technologies R&D Program of Shandong Province2015GSF118175,2,Brian Demsky,1.0
,,,,,,ANR INS Project GEMOC,2,H. M. Schwartz.,1.0
,,,,,,CEDRE between France and Lebanon,2,M.Sc.Eng,1.0
,,,,,,ARC-D,2,Drs. Upadhyaya,1.0
,,,,,,ETH Global seed,2,Julien Ridoux,1.0
,,,,,,Swedish National Science Council,2,Jin Hyung,1.0
,,,,,,National Council of Science and Technology (CONICET),2,Gael Perez-Rodriguez,1.0
,,,,,,International Center for Child Health and Development (ICHAD),2,Martin Robillard,1.0
,,,,,,"Terrence Higgins Trust, United Kingdom",2,Z. Tu,1.0
,,,,,,Estudios de Doctorado en Colombia 2013,2,Malika Belaifa,1.0
,,,,,,project eENVplus,2,G. Sangalli,1.0
,,,,,,National Institute of Health Alzheimer's Consortium Fellowship Grant,2,H. Hoos,1.0
,,,,,,UMRG Grant,2,Nathan C. Hall,1.0
,,,,,,Centre for Medication Safety and Service Quality,2,Luis Brigido,1.0
,,,,,,Army Research Office MURI,2,Mark Meyer,1.0
,,,,,,Agriculture and Agri-Food Canada (AAFC),2,Weisheng Dong,1.0
,,,,,,Natural Science Foundation of Higher Education of Jiangsu Province of China,2,Chenfanfu Jiang,1.0
