MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
SED Seoul,2.0,College of Fine and Applied Arts,1.0,,,Major Program of Humanities and Social Science Key Research Base of Ministry of Education,2.0,Robert Huckman,3
ASSA Meetings in Denver,2.0,"Institute for Statistical, Social and Economic Research (ISSER, Ghana)",1.0,,,Odysseus Type 1 (FWO),2.0,Tobias Broer,3
Transition and Innovation,2.0,Georgetown McDonough School of Business,1.0,,,European Commission (Trabandt),2.0,Rami Zwick,3
PUC,2.0,Liverpool University Management School,1.0,,,Economics of Education Association,2.0,Denise Doiron,3
ARS-OI,2.0,Vicerrectoria de Investigacion of Pontificia Universidad Catolica de Chile,1.0,,,Analyse des Dynamiques industrielles et Sociales (ADIS),2.0,Laurent Bouton,3
ISOTACE,2.0,CEDLAS-FCE,1.0,,,Japan Society for the Promotion of Science (JSPS) for Young Scientist,2.0,Ben Miller,3
"2017 Cresse Conference, Workshop on Antitrust and Regulation-Ridge",2.0,University of Gloucestershire,1.0,,,JPI Urban Europe H2020,2.0,Nicholas Stern,3
"Causal Models, Structural Equations, and Identification: Stratification and Instrumental Variables",2.0,Specific University Research Grand,1.0,,,UNPICK Project,2.0,Chih-Yung Lin,3
Miguel Servet,2.0,Junta de Extremadura,1.0,,,Arcadia,2.0,Dominick Bartelme,3
CDM,2.0,PEPA/Pathways Workshop (Institute for Fiscal Studies),1.0,,,"Ministry of Innovation, Science, Research and Technology of North Rhine-Westphalia, Germany",2.0,Martin Leroch,3
Information and Preferences for Public Spending: Evidence from Representative Survey Experiments,2.0,National Research University - HSE,1.0,,,JMA 2014 (Clermont-Ferrand),2.0,Jenny Roberts,3
"Workshop on Citizen Preferences, Political Mobilisation, Institutional Change, and Regime Stability in Russia",2.0,Tsinghua University's Research Center for Green Economy and Sustainable Development,1.0,,,"Singapore-MIT Alliance for Research and Technology (SMART) Centre, Future Urban Mobility (FM) IRG",2.0,John Coglianese,3
Journal of Development Studies,2.0,"Chair of Forest and Nature Conservation Policy and Forest History at Georg-August-Universitat Gottingen, Germany",1.0,,,Program for Star of Shaanxi Youth Science and Technology,2.0,Sami Bouarfa,3
NBER Summer Institute for Economic Growth,2.0,Foundation,1.0,,,Journal Publication Scheme (JPS),2.0,Amrish Patel,3
20th Gottingen workshop on International Economic Relations,2.0,Norwegian Veterinary Institute,1.0,,,BrainCYP,2.0,Mark Casson,3
Water in Africa (Porto),2.0,Comunidad Autonoma de Madrid,1.0,,,NBER),2.0,Jianhua Zhang,3
Winter Sc Declarations of interest,2.0,"University of Lleida, Spain",1.0,,,World Bank Royal Netherlands Embassy trust fund,2.0,Tadele Ferede,3
ABEF,2.0,INSEAD's Heinrich,1.0,,,Banc Sabadell,2.0,Eldar Maksymov,3
"NBER Summer Institute (Productivity, Entrepreneurship, and Development)",2.0,Carlos III Institute,1.0,,,Employee Ownership Foundation,2.0,Nina Heiberg,3
Complex Aquatic Ecosystem Service Interactions,2.0,Addis Ababa University,1.0,,,NHMRC Senior Research Fellowship,2.0,Bart Yueshen Zhou,3
XI World Conference SEA2017-Singapore,2.0,Harold S. Geneen Institute of Corporate Governance at Bentley University,1.0,,,Olin Foundation,2.0,Bettina Bruggemann,3
"Excellence"" Research",2.0,Global Catastrophic Risk Institute,1.0,,,Regional Studies Association Membership Grant (MeRSA) Scheme 2015,2.0,Alex Eble,3
Netwerken van netwerken,2.0,Professor of Marketing and Innovation at Cardiff University,1.0,,,EU Marie Curie projects ENRICH,2.0,Wanda Orlikowski,3
University of Queensland workshop on Housing Markets and Residential Property Price Indexes in Brisbane,2.0,Research Board of the Institute of Chartered Accountants in England andWales,1.0,,,"Vicosa, Brazil",2.0,Anh Le,3
7th CEA (Europe),2.0,University of California Statewide IPM Program,1.0,,,Dutch Expert Center for Tobacco Control (STIVORO),2.0,Ligane Sene,3
IIPF in Lugano,2.0,DB Schenker Lab,1.0,,,Natural Science Foundation Youth Project of Zhejiang Province,2.0,Jessamyn Schaller,3
PNCDI III,2.0,75th Anniversary Hong Kong Polytechnic University Summer Research Camp,1.0,,,Norges Forskningsrad (NO),2.0,Brian Gault,3
Tilburg 6th annual financial stability conference,2.0,Kelley School of Business Behavioral Technology Lab,1.0,,,ECONPOP Program,2.0,Carlos Silva,3
ECB/CEPR labor workshop 2016,2.0,Metzler Exchange Professor program,1.0,,,Fundacion Empresarial para el Desarrollo Educativo (FEPADE),2.0,Cammy Watts,3
International Sustainability Transitions 2015 conference,2.0,Korea University Research fund,1.0,,,JSPS Bilateral Open Partnership Joint Research Projects,2.0,Tatjana Puhan,3
World Literacy Summit,2.0,Olin Center for Law and Economics at Stanford,1.0,,,RAND Center for Catastrophic Risk Management and Compensation (CCRMC),2.0,Marit Rehavi,3
Dicyt,2.0,Swiss Tropical and Public Health Institute,1.0,,,Centro de Estudios e Investigacion en Salud (CEIS),2.0,Nihat Aktas,3
MGE,2.0,LUMS Faculty Start-up Grant,1.0,,,AMA-BASIS CRSP program,2.0,Graham Loomes,3
MIJ,2.0,American University School of Public Affairs,1.0,,,Open Fund of Hubei Ecological Civilization Research Centre,2.0,Arun Rai,3
"8th Conference on Risk, Banking and Financial Stability in Bali, Indonesia",2.0,Lehigh University College of Business & Economics,1.0,,,Thales,2.0,Hari Nagarajan,3
2015 Public Choice Society meeting in San Antonio,2.0,Tec de Monterrey,1.0,,,Science and Technology Innovation Fund,2.0,David Savitski,3
CEF 2015 Conferences,2.0,University of Michigan Economics and Finance Day,1.0,,,Humanities and Social Science Projects of the Ministry of Education,2.0,Barnichon,3
Path-Breakers: How Does Women's Political Participation Respond to Electoral Success,2.0,Environmental Lunch Seminar,1.0,,,Soft science research project in Ningbo,2.0,Weizhe Weng,3
Edifici B,2.0,Weissman Center for International Business at Baruch College,1.0,,,IPA Adriatic Cross-border Cooperation Programme,2.0,Martin Guzi,3
2009 Risk Management Conference,2.0,"Egerton University, Kenya",1.0,,,New Zealand Ministry of Education,2.0,Koen Dillen,3
International Panel Data Conference in Tokyo,2.0,University of Florida Institute of Food and Agricultrural Sciences,1.0,,,Americas Network (CRA),2.0,Fan,3
IBS Jobs Conference,2.0,University of the Basque Country UPV/EHU (DBF/BFA,1.0,,,ASBM Srl,2.0,Dong He,3
Innovation Systems in Developing Countries,2.0,Joseph Newman Young Scholars' Fund of the University of Arizona,1.0,,,Chicago Center for Excellence in Health Promotion Economics,2.0,Qingfeng Liu,3
SYRTO Conference on Systemic Risk,2.0,KU Leuven Onderzoekstoelagen,1.0,,,IAREP/ICAP 2014 (Paris),2.0,Nick Sitko,3
2015 RIDGE/AL CAPONE Workshop on Economics of Crime,2.0,Cape Town University,1.0,,,Territorial Cohesion and Spatial Planning - KITCASP,2.0,Nathaniel Baum Snow,3
Trade in tasks potentials,2.0,Universitat Munster,1.0,,,CIERUNIC,2.0,Robert Black,3
Ohtake,2.0,college's Center for Analytics and Creativity,1.0,,,"Unia, Berne, Switzerland",2.0,Kevin Volpp,3
Workshop for Early Career Environmental Law Scholars,2.0,INSEAD Groups Reading Group,1.0,,,FRQSC (Quebec),2.0,Takashi Ui,3
UKDA,2.0,Management Department,1.0,,,JSPS Grant-In-Aid KAKENHI,2.0,Christian Thoni,3
2015 Brucchi Luchino Workshop,2.0,"ETH Risk Center, ETH Zurich",1.0,,,Debortoli,2.0,Lisa Brennan McKellar,3
Workshop of the Eurosystem,2.0,"Ludwig Humanities Research Fund at New College, Oxford",1.0,,,"Sophie Charq., Building, 50 Memorial Drive",2.0,Karl Lins,3
CER-ETH Seminar at ETH Zurich,2.0,"Idiap Research Institute, Switzerland",1.0,,,"project Metodologia para la evaluacion, analisis y desarrollo de la intermodalidad bicicleta - transporte publico en aglomeraciones urbanas",2.0,Cheng-Ying Yang,3
MPSA 2015,2.0,Center for Leadership and Management Change,1.0,,,Diaz-Emparanza,2.0,Joshua Lewis,3
Cleveland Fed,2.0,Hatay Olive Culture Research Institute Directorate,1.0,,,Norwegian Council of Research),2.0,Stephanie Rogus,3
Yale Savings and Payments Research Fund at Innovations for Poverty Action,2.0,Research Fund,1.0,,,"Grant-in-Aid for JSPS Fellows, Japan",2.0,S. R. H.,3
Centre for International Finance and Regulation 2014 Symposium on Market and Regulatory Performance,2.0,University of Michigan Research Initiatives Fund,1.0,,,European Finance Association Doctoral Workshop,2.0,Di Yang,3
AGRICISTRADE,2.0,Searle Conference on Innovation and Entrepreneurship,1.0,,,Too Big To Ignore (TBTI),2.0,Sarah Rice,3
14th DNB Annual Conference 2011,2.0,Dar es Salaam,1.0,,,China Association of Marine Affairs,2.0,Jakina Debnam,3
NBER-NSF Time Series,2.0,James Tobin Summer Research Fund at Yale Economics Department,1.0,,,International Industrial Organization,2.0,Guiyang Xiong,3
GAUSS,2.0,College of Humanities and Social Sciences,1.0,,,Swiss Competence Centres for Energy Research (SCCER) Future Energy Efficient Buildings & Districts,2.0,Ian Gow,3
Unifying bank-run theories,2.0,Center for Industrial Production,1.0,,,"Office for Equal Opportunities, Family Affairs and Diversity",2.0,Michele Lenza,3
53rd SIE Annual ScientificMeeting,2.0,Universite Pantheon-Assas,1.0,,,Velux Foundations,2.0,B.S. Aggarwal,3
2014 Financial Management Association International Annual Meeting,2.0,Scientific Research Unit,1.0,,,Financial Institutions and Markets Research Center,2.0,Jorge Lizarazu,3
AUA professional development grant,2.0,Middlesex Business School,1.0,,,Collaborative Innovation Center for the Development of Modern Services and New Urbanization in Hunan Province,2.0,Daniel Spiro,3
Fiscal Federalism Workshop at IEB,2.0,Texas A&M College of Liberal Arts Seed Grant Program,1.0,,,Chongqing Basic Research and Frontier Exploration Project,2.0,Akio Matsumoto,3
SFA 2015 Annual Meeting (November 2015,2.0,Canadian Institute of Health Research,1.0,,,"Philosophy, Social Science Fund in Colleges and Universities of Ministry of Education in China",2.0,Anabelle Couleau,3
Yale 2011,2.0,Banco de la Republica,1.0,,,Erasmus Mundus Action 2 EUROPLATA,2.0,Michelle Cini,3
"Athens, Greece",2.0,"Erasmus University, The Netherlands",1.0,,,FUNCAS Foundation,2.0,Lasse Johansson,3
Understanding income inequality persistence,2.0,"Institute of Economic Research, Hitotsubashi",1.0,,,UniCredit & Universities Knight of Labor Ugo Foscolo Foundation,2.0,Olga Chiappinelli,3
"LICOS seminar (Leuven, Belgium",2.0,Quantitative Management Associates,1.0,,,Private Healthcare Australia (PHA),2.0,Bill Mayew,3
PACA regional Council,2.0,George Mason School of Public Policy,1.0,,,Fonds d'enseignement et de recherche,2.0,Susan Kaaria,3
ASSA annual meeting,2.0,Institut fur Technologie,1.0,,,WCU program,2.0,Katrin Schmelz,3
Microsimulation modelling tool,2.0,D.S. Lee Foundation Fellowship of Singapore Management University,1.0,,,Greek Fulbright Foundation,2.0,Andrin Spescha,3
COMPETE 2020 programme,2.0,Koc University Law School,1.0,,,Centre for Collective Action Research (CeCAR),2.0,Mehmet Pinar,3
Q-METROBUS-Quality of service indicator for METROpolitan public BUS transport services,2.0,Institute of Geography and Statistics (Brazil),1.0,,,Orissa State Disaster Management Authority,2.0,Amanda Diener,3
CFR-FDIC Fall Workshop (Washington DC,2.0,College of Commerce National Chengchi University,1.0,,,Research for Health in Humanitarian Crises (R2HC) Programme,2.0,Anna Sanz-de-Galdeano,3
ECMWF,2.0,University of Zimbabwe in Harare,1.0,,,National Fund for Science and Technology of Chile Fondecyt,2.0,Molly Roberts,3
2013 CMSG,2.0,Rucks Development Fund,1.0,,,Southwest Regional Fisheries Division,2.0,Zuduo Zheng,3
2017 EFiC conference in Banking and Finance,2.0,Centre for Maritime Studies,1.0,,,Coca-Cola Critical Difference for Women Graduate Studies Research Grant,2.0,Patricia Navarro,3
Swiss Competence Centres for Energy Research (SCCER),2.0,"Universidad Autonoma de Madrid, Spain",1.0,,,Global Health Pathways Research Program,2.0,Fazle Hasan Abed,3
LAGV conference (Marseille,2.0,Skidmore College,1.0,,,Ontario Research Fund (ORF),2.0,Martine Visser,3
Summer Fellowship,2.0,Orkestra-Basque Institute of Competitiveness,1.0,,,Swedish Foundation for Humanities and Social Sciences (Riksbankens Jubileumsfond),2.0,Santiago Levy,3
Sustainable Accessibility of the Randstad programme,2.0,"Bilim Akademisi-The Science Academy, Turkey",1.0,,,American Public Choice Society,2.0,Andrea Fosfuri,3
A Proposal to Develop Emotional Finance,2.0,"School of Economics, Finance & Marketing",1.0,,,"Key Program of Humanities and Social Sciences in College and Universities of Anhui Province, China",2.0,Nicole Cade,3
Tri-Council Policy Statement: Ethical Conduct for Research Involving Humans,2.0,School of Politics and Global Studies,1.0,,,Tyne Hospitals,2.0,Regina Reimer-Chukwu,3
EPA's Office of Transportation and Air Quality,2.0,JP Morgan Chase Fellowship,1.0,,,Jean-Jacques Laffont Digital,2.0,Karine Nyborg,3
25th German Finance Association Meeting (September 2018,2.0,Yuexiu School of Hospitality Management,1.0,,,Federal Ministry for Economic Affairs and Energy of Germany,2.0,Israel Waichman,3
Economics of the Chinese Ivory Trade,2.0,Horace H. Rackham School of Graduate Studies at University of Michigan,1.0,,,Chang Jiang Scholars Program of Education Ministry,2.0,Artashes Karapetyan,3
Okonomisches Risiko,2.0,Harvard Data Science Initiative,1.0,,,Region Auvergne-Rhne-Alpes,2.0,Khalida Bouzar,3
SAGCOT and WBNLDC,2.0,Universidad Autonoma de Ciudad Juarez,1.0,,,School of Management Research Fund (SMRF),2.0,Eleonora Lorenzini,3
CELSE 2016,2.0,Institution for Social and Policy Studies,1.0,,,Austrian Science Fund (FWF) project ARTEMIX,2.0,Daan Struyven,3
2018 French Finance Association Annual Meeting,2.0,Center for Economics and Neuroscience Bonn,1.0,,,CSEB,2.0,Amir Jina,3
IV Meeting of the Spanish Association of Economic History,2.0,Horticultural Research Institute,1.0,,,Stanford's Industrial Organization,2.0,Julien Idier,3
"Smart Adaptive Public Transport (SMART-PT)""",2.0,University of Oslo UiO Norden Programme,1.0,,,Canada-UK Foundation,2.0,Pablo Branas Garza,3
Uganda Education Research Symposium,2.0,"North-West University, South Africa",1.0,,,Blue Cross Blue Shield of Michigan,2.0,Tyler,3
420 West 118th Street,2.0,Center for Audit Quality,1.0,,,Key Technology R&D Program,2.0,Gwenole Le Velly,3
"Regulatory Reform, Innovation, and the Future of the Korean Economy",2.0,Oxford OX1,1.0,,,bienestar humano ante el cambio global en areas tropicales protegidas de America Latina,2.0,Hans Hoogeveen,3
CREE Centre,2.0,Center for Global and Regional Economic Studies,1.0,,,JSIE Kanto Meeting (Nihon U),2.0,Eric A. Hanushek,3
Discovery Early Career Researcher Award,2.0,Universidad Cientifica del Sur,1.0,,,Ministry for Rural Affairs and Consumer Protection Baden-Wuerttemberg,2.0,Jipeng Zhang,3
ARCTOS,2.0,Southern Methodist,1.0,,,Program in Applied Vaccine Experiences Scholar,2.0,Richard Taffler,3
SUSPENSE and CoQA programmes,2.0,Bahcesehir University,1.0,,,Jiangsu Provincial,2.0,Saurin Patel,3
ISCRAM 2014,2.0,Society for Economic Measurement at MIT in Boston,1.0,,,CONACYT postdoc,2.0,Christoph Sahrbacher,3
Energy and GIS teams,2.0,Robert Schumann Centre at European University Institute (EUI),1.0,,,Agence Francaise de la Biodiversite,2.0,Nir Halevy,3
"Culture Master 2014 Program (on ""China's Industrial Transition and Employment Change: Theoretical and Empirical Studies'')",2.0,Aarhus University's Senior Management Strategic Funds,1.0,,,French Foundation for Management Education,2.0,James Primrose,3
18th annual POWER conference,2.0,CAM (Copenhagen),1.0,,,Research Fund for Peiyang Young Scholars Program,2.0,Robin Lumsdaine,3
Stochastic Games with Applications to Finance and Economics at the Department of Mathematics of the University of Oslo,2.0,Dartmouth College's Presidential Scholars program,1.0,,,FACEPE (Foundation for Support of Science and Technology),2.0,Roberto Barbera,3
USREP,2.0,Research Center for Electronic Commerce,1.0,,,Stadtarchiv Munchen,2.0,Andreas Georg Scherer,3
International Conference on Energy Finance,2.0,"Universidade Europeia, Portugal",1.0,,,Report Project on the Development of Philosophy and Social Sciences of China's Ministry of Education,2.0,Daniel Gregg,3
10th Swiss Doctoral Workshop in Finance (2011,2.0,"UC Berkeley Center for Culture, Organization and Politics Workshop (CCOP)",1.0,,,National Tax Association in Denver,2.0,Arun Kumaraswamy,3
Biodiversiteit werkt,2.0,Lindmor Professorship,1.0,,,European Strains',2.0,Kruse,3
Economics Seminars at the Imperial College (London),2.0,UNSW Business School Experimental Research Laboratory,1.0,,,CEA/DER/SPRC,2.0,John Parman,3
"Western Agricultural Economics Association Annual Meeting, San Francisco, CA",2.0,Wayne State,1.0,,,2014 Global Research Network Program of National Research Foundation of South Korea,2.0,Stephen Elliott,3
project GERUKA,2.0,Institute for Supply Management,1.0,,,SEQ Healthy Waterways Partnership,2.0,Chris Zegras,3
